Customer_ID,Customer_Name,Customer_Type,Industry,Segment,Country,City,Postal_Code,Registration_Date,Region_ID
876,Andrews PLC,Company,Retail,Consumer,Italy,Rome,78528,2026-06-04,11
877,"Collins, Wright and Day",Company,Healthcare,Small Business,Austria,Vienna,43504,2025-04-13,19
878,"Cook, Flynn and Gordon",Company,Manufacturing,Consumer,Spain,Barcelona,91856,2023-08-18,11
879,"Evans, Yates and Moran",Company,Healthcare,Corporate,France,Marseille,14444,2023-04-25,19
880,Fletcher-Garcia,Individual,Healthcare,Consumer,Switzerland,Zurich,46690,2024-03-20,17
881,Gates-Savage,Individual,Retail,Small Business,Netherlands,Amsterdam,26667,2024-08-01,16
882,"Shields, Forbes and Kirk",Individual,Logistics,Small Business,Spain,Madrid,12469,2022-08-03,12
883,Miller Ltd,Company,Manufacturing,Small Business,France,Lyon,21422,2023-06-09,10
884,Smith-Archer,Individual,Finance,Consumer,Netherlands,Amsterdam,55856,2026-06-14,9
885,Robinson Inc,Individual,Retail,Corporate,Switzerland,Zurich,77004,2022-11-18,4
886,"Rose, Fernandez and Gillespie",Individual,IT,Corporate,Switzerland,Zurich,62901,2026-03-12,2
887,"Schwartz, Wilson and Nelson",Company,Education,Consumer,Spain,Madrid,14838,2025-04-07,8
888,Cook Ltd,Company,Education,Consumer,Switzerland,Zurich,57648,2025-04-23,19
889,Cuevas Inc,Company,IT,Small Business,Belgium,Brussels,85144,2025-05-28,6
890,Gomez Ltd,Individual,Finance,Consumer,Belgium,Brussels,57746,2024-08-07,17
891,Patterson and Sons,Company,Logistics,Corporate,Austria,Vienna,70206,2026-04-01,16
892,Wilcox Group,Company,Manufacturing,Consumer,Netherlands,Amsterdam,64393,2023-02-09,10
893,Bennett-Logan,Company,Education,Corporate,Germany,Frankfurt,36917,2025-10-26,2
894,Crawford-Rocha,Individual,Finance,Small Business,Netherlands,Amsterdam,41743,2024-02-29,4
895,"Walker, Smith and Hines",Individual,Healthcare,Corporate,France,Marseille,35378,2022-11-20,16
896,Mendez Ltd,Individual,Logistics,Corporate,Belgium,Brussels,50826,2025-08-08,7
897,"Moody, Russell and Davenport",Company,IT,Small Business,Germany,Munich,04313,2025-11-16,16
898,Cole Ltd,Company,Logistics,Small Business,Belgium,Brussels,39846,2025-09-08,16
899,Harvey-Nixon,Company,Healthcare,Small Business,France,Marseille,85867,2025-07-15,14
900,Young-Stephens,Individual,Telecommunications,Corporate,Austria,Vienna,66662,2025-05-22,2
901,Wright-Martinez,Company,Telecommunications,Small Business,Austria,Vienna,54687,2023-03-01,18
902,"Williams, Smith and Mendoza",Individual,Logistics,Consumer,Belgium,Brussels,10800,2025-08-13,2
903,"Perez, Avila and Moore",Individual,Logistics,Corporate,Germany,Hamburg,01508,2023-03-10,4
904,Adams-Hill,Company,IT,Corporate,Switzerland,Zurich,37857,2025-08-24,9
905,"Fuller, Valenzuela and Ware",Company,Education,Small Business,Belgium,Brussels,14566,2024-11-01,18
906,"Paul, Lee and Reese",Company,Retail,Small Business,Germany,Frankfurt,88411,2023-12-19,16
907,Douglas-Walters,Individual,Telecommunications,Corporate,Austria,Vienna,49710,2024-05-16,4
908,Chaney and Sons,Company,Manufacturing,Consumer,Spain,Madrid,32316,2022-09-24,5
909,Mcfarland-Leblanc,Company,IT,Consumer,Italy,Rome,43779,2024-11-07,6
910,Ellis Ltd,Individual,Logistics,Small Business,Spain,Madrid,28096,2026-02-23,16
911,Phelps Inc,Company,Education,Consumer,France,Lyon,08571,2026-07-06,8
912,Morales-Rodriguez,Individual,Manufacturing,Consumer,Belgium,Brussels,97775,2023-03-29,5
913,"Everett, Wilson and Simmons",Individual,Manufacturing,Small Business,Netherlands,Amsterdam,07415,2026-07-17,6
914,Spencer-Myers,Individual,Retail,Small Business,Italy,Rome,33368,2026-05-04,14
915,Stewart LLC,Individual,Finance,Consumer,Belgium,Brussels,32984,2026-06-24,6
916,Howard-Baxter,Company,Finance,Small Business,Austria,Vienna,09909,2024-09-04,8
917,"Miller, Harding and Davis",Company,Logistics,Corporate,Germany,Hamburg,55577,2025-09-19,11
918,Jensen-Brennan,Individual,Manufacturing,Consumer,Germany,Hamburg,34863,2023-02-24,6
919,Savage LLC,Individual,Finance,Small Business,Germany,Frankfurt,08864,2025-09-28,12
920,"Drake, Johnston and Dillon",Company,Manufacturing,Consumer,Germany,Berlin,62409,2023-09-18,4
921,Stuart-Rodgers,Company,Logistics,Corporate,France,Paris,90151,2024-07-08,4
922,Garrett Group,Individual,Logistics,Corporate,Austria,Vienna,00756,2025-11-12,12
923,"Baker, Rivera and Allen",Company,Retail,Corporate,Italy,Milan,22335,2023-05-30,10
924,"Salazar, Luna and Boyle",Company,Telecommunications,Corporate,Italy,Milan,10174,2023-12-19,16
925,Arnold PLC,Company,Retail,Consumer,Austria,Vienna,80462,2023-03-19,3
926,"Garcia, Coleman and Moore",Individual,Education,Small Business,Belgium,Brussels,60995,2024-09-16,6
927,"Davis, Banks and Hernandez",Company,Retail,Consumer,Germany,Cologne,51347,2023-11-21,14
928,Gallegos-Barnett,Individual,IT,Corporate,France,Paris,80840,2023-07-05,11
929,"Turner, Perez and Jones",Company,Education,Small Business,Austria,Vienna,23700,2026-07-16,14
930,"Gonzalez, Gonzalez and Hernandez",Company,Telecommunications,Consumer,Netherlands,Amsterdam,61790,2022-11-01,10
931,"Lara, Brooks and Bailey",Company,Telecommunications,Corporate,Austria,Vienna,07855,2026-01-28,8
932,"Shaw, Holland and Middleton",Company,Retail,Small Business,Switzerland,Zurich,54352,2023-02-26,8
933,Thornton-Snyder,Company,Telecommunications,Small Business,Germany,Hamburg,93994,2023-03-13,20
934,"Rivera, Meyer and Peterson",Individual,Healthcare,Corporate,Belgium,Brussels,73834,2024-03-07,2
935,Stephens-Guerra,Company,Finance,Corporate,France,Marseille,71810,2025-11-09,12
936,Wilson PLC,Individual,Manufacturing,Consumer,Switzerland,Zurich,64174,2025-08-30,9
937,Shaw-Hahn,Individual,Education,Small Business,Switzerland,Zurich,92767,2024-08-29,10
938,Pineda-Massey,Individual,Retail,Consumer,Italy,Milan,72380,2025-02-09,13
939,"Carlson, Bates and Spence",Company,Education,Small Business,Belgium,Brussels,16923,2024-09-18,5
940,"Bentley, Wood and Mcclure",Individual,Education,Corporate,Belgium,Brussels,95424,2024-06-19,6
941,Pena-Cooper,Individual,IT,Small Business,Belgium,Brussels,12157,2023-10-02,20
942,Fleming-Knox,Individual,Healthcare,Corporate,Netherlands,Amsterdam,13969,2024-07-26,8
943,Chase-Nicholson,Individual,Retail,Consumer,Switzerland,Zurich,69106,2023-12-01,6
944,Terry-Meza,Individual,Telecommunications,Small Business,Netherlands,Amsterdam,27951,2025-08-12,16
945,"Sharp, Parker and Prince",Company,Telecommunications,Consumer,Austria,Vienna,65025,2024-10-07,12
946,"Joseph, Espinoza and Brown",Individual,Logistics,Consumer,Germany,Cologne,60009,2024-01-18,11
947,Brock LLC,Company,Manufacturing,Consumer,Netherlands,Amsterdam,96192,2025-03-16,7
948,"Delgado, Simmons and Rogers",Individual,Finance,Small Business,Germany,Frankfurt,22247,2025-04-21,1
949,"Jones, Bennett and Medina",Individual,Logistics,Small Business,Germany,Hamburg,18182,2023-01-29,6
950,"Harris, Craig and Hale",Individual,Manufacturing,Corporate,Switzerland,Zurich,61277,2026-01-19,12
951,Mccormick Group,Individual,Logistics,Small Business,Germany,Frankfurt,51031,2025-02-26,7
952,Long Group,Individual,Healthcare,Small Business,Netherlands,Amsterdam,76962,2022-12-17,16
953,Clark LLC,Company,Healthcare,Small Business,Belgium,Brussels,95070,2022-09-23,1
954,Meyer Group,Individual,Education,Corporate,Germany,Cologne,38518,2024-01-02,6
955,Richard-Martinez,Individual,Education,Corporate,Netherlands,Amsterdam,33013,2025-12-02,20
956,Kirk-Clark,Individual,Healthcare,Small Business,Netherlands,Amsterdam,69296,2025-09-21,6
957,"Shah, Long and Smith",Company,Education,Corporate,Netherlands,Amsterdam,81962,2023-04-07,12
958,"Williams, Robinson and Davis",Individual,Retail,Small Business,Germany,Cologne,96877,2024-02-23,10
959,Terry-Baldwin,Individual,Retail,Corporate,Austria,Vienna,93139,2022-08-23,19
960,"Parks, Colon and Miller",Individual,Retail,Consumer,Spain,Barcelona,88387,2025-02-21,20
961,"Thompson, Boone and Lucas",Individual,Logistics,Consumer,Belgium,Brussels,66255,2024-03-30,15
962,Gibson-Morris,Individual,Education,Corporate,France,Paris,14223,2022-11-21,5
963,"Taylor, Barnes and Reed",Individual,IT,Small Business,Italy,Rome,64101,2026-01-20,15
964,Fuller Group,Individual,Logistics,Corporate,Netherlands,Amsterdam,02518,2023-06-09,12
965,Lee-Leach,Individual,Telecommunications,Small Business,Netherlands,Amsterdam,06671,2023-10-05,10
966,Ferguson-Bailey,Individual,Retail,Consumer,Germany,Hamburg,54471,2025-11-12,15
967,"Garza, Jones and Allison",Company,Telecommunications,Consumer,Switzerland,Zurich,66049,2025-11-19,20
968,Poole and Sons,Individual,Manufacturing,Small Business,Belgium,Brussels,69508,2023-09-04,15
969,Long-Zimmerman,Individual,Retail,Consumer,Belgium,Brussels,31309,2026-04-23,16
970,Franklin PLC,Company,Logistics,Corporate,Netherlands,Amsterdam,96712,2023-01-04,15
971,Mora-Banks,Individual,IT,Small Business,France,Marseille,52244,2023-06-15,15
972,"Harris, Deleon and Brown",Individual,Healthcare,Small Business,Netherlands,Amsterdam,25515,2025-06-03,10
973,"Weaver, Ward and Price",Individual,Education,Small Business,Switzerland,Zurich,23619,2025-01-10,18
974,"Newton, Michael and Johnson",Company,Education,Small Business,Austria,Vienna,51076,2025-11-07,10
975,Massey and Sons,Individual,Finance,Small Business,Belgium,Brussels,53025,2022-12-30,5
976,Webb Ltd,Individual,Healthcare,Consumer,Switzerland,Zurich,47809,2026-03-16,17
977,Cohen Inc,Company,Education,Small Business,Switzerland,Zurich,76463,2022-11-27,20
978,Henry Ltd,Individual,Telecommunications,Consumer,Germany,Frankfurt,20707,2023-02-04,16
979,Barrett Ltd,Company,Manufacturing,Consumer,Switzerland,Zurich,64142,2025-03-30,8
980,Allen-Fletcher,Individual,Logistics,Small Business,Belgium,Brussels,13165,2024-08-19,6
981,"Jones, Ramirez and Stewart",Individual,Logistics,Small Business,France,Lyon,20875,2026-02-01,16
982,Glenn-Flores,Company,IT,Small Business,Spain,Madrid,98044,2024-01-20,13
983,Anderson PLC,Company,Retail,Small Business,Spain,Madrid,74765,2026-02-26,19
984,"Nelson, Webb and Long",Individual,Education,Corporate,Italy,Milan,01139,2025-08-15,12
985,"Holt, Carter and Johnson",Individual,Healthcare,Small Business,Spain,Madrid,98973,2023-01-12,19
986,Armstrong-Ayala,Company,Telecommunications,Consumer,Italy,Rome,76044,2024-01-30,13
987,Bradley Ltd,Company,Manufacturing,Corporate,France,Marseille,14152,2024-01-02,11
988,Huff Group,Individual,Healthcare,Small Business,Spain,Madrid,07063,2023-04-07,6
989,"Vaughn, Whitehead and Joseph",Individual,Manufacturing,Consumer,Spain,Barcelona,17449,2025-07-27,13
990,Williams-Frazier,Company,Healthcare,Consumer,Switzerland,Zurich,02714,2022-10-10,12
991,"Barron, Jimenez and Gray",Company,Finance,Corporate,Italy,Milan,67508,2023-07-24,5
992,Mcdonald-Butler,Company,Healthcare,Corporate,Belgium,Brussels,92542,2023-07-16,19
993,Miller Ltd,Individual,Logistics,Small Business,Switzerland,Zurich,68709,2026-01-30,14
994,"Phelps, Owen and Williams",Individual,Manufacturing,Consumer,Switzerland,Zurich,69639,2025-01-01,9
995,"Martin, Barajas and Stafford",Individual,Manufacturing,Small Business,Austria,Vienna,69125,2025-09-28,19
996,"Floyd, Wilson and Rios",Individual,Healthcare,Small Business,Switzerland,Zurich,18569,2025-10-06,4
997,Williamson Group,Individual,Manufacturing,Consumer,Austria,Vienna,30092,2025-11-29,10
998,Cummings-Butler,Company,Education,Small Business,Austria,Vienna,37737,2025-11-13,12
999,Garcia-Love,Company,Telecommunications,Small Business,Belgium,Brussels,04509,2022-12-15,17
1000,Martinez PLC,Individual,Finance,Consumer,Belgium,Brussels,92055,2023-09-14,5
